[2024-03-21 19:54:40] [world] The Player <Mudkips_Rule> has collected WATER BUCKET at X= -1153, Y= 64, Z= -434
[2024-03-21 20:09:06] [world] The Player <Dave_TheCoolGuy> has collected LAVA BUCKET at X= -693, Y= 70, Z= 304
[2024-03-21 20:22:28] [world] The Player <hi_> has collected LAVA BUCKET at X= -1159, Y= 48, Z= -429
[2024-03-21 20:22:30] [world] The Player <hi_> has collected LAVA BUCKET at X= -1159, Y= 48, Z= -429
[2024-03-21 20:23:12] [world] The Player <Mudkips_Rule> has collected LAVA BUCKET at X= -1159, Y= 48, Z= -430
[2024-03-21 20:25:21] [world] The Player <Mudkips_Rule> has collected WATER BUCKET at X= -1152, Y= 64, Z= -435
[2024-03-21 20:39:29] [world] The Player <Mudkips_Rule> has collected LAVA BUCKET at X= -670, Y= 63, Z= 429
[2024-03-21 21:41:20] [world] The Player <Tester> has collected WATER BUCKET at X= -10190, Y= 62, Z= 4077
[2024-03-21 23:46:53] [world] The Player <NezukoChan> has collected WATER BUCKET at X= 1842, Y= 11, Z= 187
[2024-03-21 23:48:33] [world] The Player <NezukoChan> has collected WATER BUCKET at X= 1837, Y= 7, Z= 180
[2024-03-21 23:48:46] [world] The Player <NezukoChan> has collected WATER BUCKET at X= 1837, Y= 8, Z= 181
[2024-03-21 23:51:32] [world] The Player <NezukoChan> has collected WATER BUCKET at X= 1827, Y= 7, Z= 166
[2024-03-22 02:49:30] [world_the_end] The Player <Tester> has collected WATER BUCKET at X= -167, Y= 101, Z= 46
[2024-03-22 02:49:34] [world_the_end] The Player <Tester> has collected WATER BUCKET at X= -168, Y= 57, Z= 38
[2024-03-22 12:04:55] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10180, Y= 63, Z= 4112
[2024-03-22 12:09:09] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10181, Y= 60, Z= 4122
[2024-03-22 12:09:16] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10181, Y= 60, Z= 4122
[2024-03-22 12:15:41] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10183, Y= 61, Z= 4116
[2024-03-22 12:15:45] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10183, Y= 61, Z= 4116
[2024-03-22 12:15:56] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10183, Y= 60, Z= 4116
[2024-03-22 12:21:06] [world] The Player <Mudkips_Rule> has collected LAVA BUCKET at X= -1169, Y= 49, Z= -442
[2024-03-22 12:26:31] [world] The Player <Tester> has collected WATER BUCKET at X= 1000763, Y= 60, Z= 1000807
[2024-03-22 12:37:50] [world] The Player <hexa> has collected WATER BUCKET at X= 1000059, Y= 25, Z= 999998
[2024-03-22 12:39:12] [world] The Player <Tester> has collected WATER BUCKET at X= 1000060, Y= 4, Z= 999996
[2024-03-22 12:39:46] [world] The Player <Tester> has collected WATER BUCKET at X= -10174, Y= 65, Z= 4119
[2024-03-22 12:45:12] [world] The Player <hexa> has collected WATER BUCKET at X= 1000195, Y= 11, Z= 999994
[2024-03-22 12:45:14] [world] The Player <hexa> has collected WATER BUCKET at X= 1000200, Y= 11, Z= 999994
[2024-03-22 12:45:18] [world] The Player <hexa> has collected WATER BUCKET at X= 1000204, Y= 11, Z= 999992
[2024-03-22 12:45:41] [world] The Player <hexa> has collected WATER BUCKET at X= 1000205, Y= 11, Z= 999996
[2024-03-22 12:46:05] [world] The Player <hexa> has collected WATER BUCKET at X= 1000202, Y= 11, Z= 1000000
[2024-03-22 12:46:12] [world] The Player <hexa> has collected WATER BUCKET at X= 1000208, Y= 11, Z= 999990
[2024-03-22 12:46:24] [world] The Player <hexa> has collected WATER BUCKET at X= 1000210, Y= 11, Z= 1000005
[2024-03-22 12:46:38] [world] The Player <hexa> has collected WATER BUCKET at X= 1000189, Y= 11, Z= 1000017
[2024-03-22 12:46:39] [world] The Player <hexa> has collected WATER BUCKET at X= 1000189, Y= 11, Z= 1000016
[2024-03-22 12:46:44] [world] The Player <hexa> has collected WATER BUCKET at X= 1000184, Y= 11, Z= 1000019
[2024-03-22 12:47:10] [world] The Player <hexa> has collected WATER BUCKET at X= 1000182, Y= 12, Z= 1000027
[2024-03-22 12:47:57] [world] The Player <hexa> has collected WATER BUCKET at X= 1000183, Y= 15, Z= 1000024
[2024-03-22 12:48:18] [world] The Player <hexa> has collected WATER BUCKET at X= 1000153, Y= 22, Z= 1000038
[2024-03-22 12:48:24] [world] The Player <hexa> has collected WATER BUCKET at X= 1000153, Y= 23, Z= 1000038
[2024-03-22 12:48:30] [world] The Player <hexa> has collected WATER BUCKET at X= 1000161, Y= 17, Z= 1000033
[2024-03-22 12:48:41] [world] The Player <hexa> has collected WATER BUCKET at X= 1000166, Y= 16, Z= 1000032
[2024-03-22 12:51:52] [world] The Player <hexa> has collected WATER BUCKET at X= 1000220, Y= 11, Z= 1000062
[2024-03-22 12:52:05] [world] The Player <hexa> has collected WATER BUCKET at X= 1000222, Y= 11, Z= 1000062
[2024-03-22 12:52:59] [world] The Player <NezukoChan> has collected WATER BUCKET at X= -10177, Y= 64, Z= 4124
[2024-03-22 13:37:30] [world] The Player <Tester> has collected WATER BUCKET at X= 50218, Y= 38, Z= 58339
[2024-03-22 13:40:07] [world] The Player <Tester> has collected WATER BUCKET at X= 50268, Y= 36, Z= 58322
[2024-03-22 13:40:42] [world] The Player <Tester> has collected WATER BUCKET at X= 50287, Y= 35, Z= 58344
[2024-03-22 13:50:39] [world] The Player <Tester> has collected WATER BUCKET at X= -1537, Y= 51, Z= -119
[2024-03-22 14:06:38] [world] The Player <hexa> has collected WATER BUCKET at X= -680, Y= 71, Z= 335
[2024-03-22 14:06:39] [world] The Player <hexa> has collected WATER BUCKET at X= -680, Y= 71, Z= 335
[2024-03-22 14:06:52] [world] The Player <hexa> has collected WATER BUCKET at X= -676, Y= 72, Z= 325
[2024-03-22 14:14:25] [world] The Player <hexa> has collected WATER BUCKET at X= -602, Y= 68, Z= 349
[2024-03-22 14:14:30] [world] The Player <hexa> has collected WATER BUCKET at X= -601, Y= 67, Z= 363
[2024-03-22 14:14:32] [world] The Player <hexa> has collected WATER BUCKET at X= -601, Y= 67, Z= 363
[2024-03-22 14:15:13] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= -1352, Y= 5, Z= -361
[2024-03-22 14:17:07] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1540, Y= 50, Z= -115
[2024-03-22 14:17:08] [world] The Player <A_Random_Person> has collected WATER BUCKET at X= -1540, Y= 50, Z= -115
[2024-03-22 14:19:35] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000002, Y= 11, Z= 3000020
[2024-03-22 14:19:43] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 3000016, Y= 14, Z= 3000014
[2024-03-22 14:21:06] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000006, Y= 14, Z= 3000027
[2024-03-22 14:21:45] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000003, Y= 18, Z= 3000031
[2024-03-22 14:21:45] [world] The Player <Mudkips_Rule> has collected LAVA BUCKET at X= -1185, Y= 10, Z= -407
[2024-03-22 14:21:59] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000019, Y= 15, Z= 3000038
[2024-03-22 14:22:44] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 3000010, Y= 11, Z= 3000045
[2024-03-22 14:22:44] [world] The Player <Mudkips_Rule> has collected LAVA BUCKET at X= -1186, Y= 10, Z= -409
[2024-03-22 14:22:59] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 3000006, Y= 11, Z= 3000044
[2024-03-22 14:24:09] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000019, Y= 15, Z= 3000038
[2024-03-22 14:24:12] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 3000019, Y= 15, Z= 3000038
[2024-03-22 14:24:18] [world] The Player <Mudkips_Rule> has collected LAVA BUCKET at X= -1184, Y= 10, Z= -409
[2024-03-22 14:25:59] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 2999957, Y= 13, Z= 2999973
[2024-03-22 14:26:23] [world] The Player <Mudkips_Rule> has collected WATER BUCKET at X= -1168, Y= 48, Z= -441
[2024-03-22 14:27:26] [world] The Player <Tester> has collected WATER BUCKET at X= -1187, Y= 11, Z= -417
[2024-03-22 14:27:52] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999957, Y= 10, Z= 2999974
[2024-03-22 14:28:01] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999956, Y= 10, Z= 2999973
[2024-03-22 14:28:07] [world] The Player <I_am_amazing> has collected WATER BUCKET at X= 2999956, Y= 10, Z= 2999973
[2024-03-22 14:28:09] [world] The Player <Pog4lifepeople> has collected WATER BUCKET at X= 2999992, Y= 20, Z= 2999951
