[2024-03-17 22:44:01] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 49, Y= 62, Z= 1
[2024-03-17 22:44:23] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 21, Y= 59, Z= -3
[2024-03-17 22:44:42] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 18, Y= 59, Z= -15
[2024-03-17 22:45:16] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Witch at X= -1604, Y= 13, Z= -203
[2024-03-17 22:45:22] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Witch at X= -1614, Y= 12, Z= -204
[2024-03-17 22:45:30] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -1615, Y= 12, Z= -204
[2024-03-17 22:45:30] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -1614, Y= 12, Z= -204
[2024-03-17 22:45:35] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -1618, Y= 12, Z= -199
[2024-03-17 22:45:43] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Witch at X= -1603, Y= 13, Z= -203
[2024-03-17 22:50:22] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Heinrich_Himmler at X= -575, Y= 69, Z= 317
[2024-03-17 22:50:43] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Heinrich_Himmler at X= -574, Y= 68, Z= 316
[2024-03-17 22:50:54] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Witch at X= -1603, Y= 12, Z= -210
[2024-03-17 22:51:07] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Witch at X= -1614, Y= 12, Z= -204
[2024-03-17 22:51:10] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -1616, Y= 11, Z= -206
[2024-03-17 22:51:12] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Witch at X= -1617, Y= 11, Z= -205
[2024-03-17 22:54:39] [world] [8f6793d7-cfa8-3782-a5cf-864f62685c06] The Player <TurtleDuck> has slain Zombie at X= 3990, Y= 65, Z= -1833
[2024-03-17 22:55:07] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 60, Y= 61, Z= -4
[2024-03-17 22:55:37] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 29, Y= 58, Z= -18
[2024-03-17 22:56:02] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -46, Y= 57, Z= -7
[2024-03-17 22:56:20] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -73, Y= 55, Z= 20
[2024-03-17 22:57:31] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -52, Y= 35, Z= 48
[2024-03-17 22:57:39] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -49, Y= 42, Z= 45
[2024-03-17 22:58:13] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Magma Cube at X= -87, Y= 78, Z= 26
[2024-03-17 23:03:04] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -119, Y= 75, Z= 30
[2024-03-17 23:03:18] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -107, Y= 76, Z= 29
[2024-03-17 23:03:20] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -108, Y= 76, Z= 29
[2024-03-17 23:03:22] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -110, Y= 76, Z= 29
[2024-03-17 23:16:53] [world_nether] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Endermite at X= -1262, Y= 52, Z= 507
[2024-03-17 23:16:59] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= 3997, Y= 64, Z= -1885
[2024-03-17 23:17:01] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= 4004, Y= 62, Z= -1899
[2024-03-17 23:17:08] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain NNA at X= 3968, Y= 60, Z= -1883
[2024-03-17 23:17:12] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Donkey at X= 3969, Y= 62, Z= -1866
[2024-03-17 23:17:24] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= 3965, Y= 61, Z= -1840
[2024-03-17 23:17:29] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= 3959, Y= 60, Z= -1865
[2024-03-17 23:17:47] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain NNA at X= 3962, Y= 63, Z= -1837
[2024-03-17 23:17:56] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= 4001, Y= 65, Z= -1852
[2024-03-17 23:17:58] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= 4001, Y= 65, Z= -1851
[2024-03-17 23:20:22] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Wolf at X= -76, Y= 65, Z= 1183
[2024-03-17 23:20:28] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Wolf at X= -82, Y= 63, Z= 1179
[2024-03-17 23:20:38] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -69, Y= 65, Z= 1176
[2024-03-17 23:20:50] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Donkey at X= 3975, Y= 64, Z= -1839
[2024-03-17 23:22:34] [world_nether] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain idkwhattoputhere at X= -1261, Y= 124, Z= 518
[2024-03-17 23:23:59] [world_nether] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain idkwhattoputhere at X= -1261, Y= 128, Z= 499
[2024-03-17 23:24:13] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Wolf at X= 3990, Y= 65, Z= -1849
[2024-03-17 23:25:15] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= -579, Y= 68, Z= 280
[2024-03-17 23:25:32] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Horse at X= -576, Y= 68, Z= 279
[2024-03-17 23:35:49] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -10152, Y= 63, Z= 4151
[2024-03-17 23:49:45] [world] [7bd98638-8dce-30c5-bcec-1ec578b6891b] The Player <bagelz> has slain Zombie at X= 1012, Y= 79, Z= 2317
[2024-03-17 23:53:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -542, Y= 88, Z= 254
[2024-03-18 00:06:27] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= -175, Y= 101, Z= 38
[2024-03-18 00:11:38] [world] [7bd98638-8dce-30c5-bcec-1ec578b6891b] The Player <bagelz> has slain Zombie at X= 1029, Y= 80, Z= 2327
[2024-03-18 00:17:56] [world] [7bd98638-8dce-30c5-bcec-1ec578b6891b] The Player <bagelz> has slain Sheep at X= -586, Y= 68, Z= 268
[2024-03-18 00:18:00] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain fido at X= 3994, Y= 65, Z= -1843
[2024-03-18 00:18:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -549, Y= 68, Z= 273
[2024-03-18 00:38:02] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Tester at X= -593, Y= 64, Z= 370
[2024-03-18 00:42:01] [world_the_end] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Endermite at X= -3, Y= 59, Z= 20
[2024-03-18 00:43:12] [world_the_end] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Endermite at X= 36, Y= 11, Z= 207
[2024-03-18 00:47:21] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Thunder at X= -575, Y= 68, Z= 283
[2024-03-18 00:50:50] [world] [c157fd88-d537-3ed6-af0c-f2966341e3d5] The Player <idkwhattoputhere> has slain Chicken at X= -589, Y= 68, Z= 262
[2024-03-18 00:50:52] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Chicken at X= -604, Y= 68, Z= 273
[2024-03-18 00:50:57] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Sheep at X= -616, Y= 68, Z= 276
[2024-03-18 00:51:15] [world_nether] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Heinrich_Himmler at X= -70, Y= 52, Z= 37
[2024-03-18 00:52:35] [world_the_end] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Zombie Pigman at X= 106, Y= -94, Z= -2
[2024-03-18 00:57:15] [world_the_end] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Enderman at X= 36, Y= 61, Z= 24
[2024-03-18 00:58:34] [world_the_end] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Endermite at X= 41, Y= 63, Z= 27
[2024-03-18 00:59:03] [world_the_end] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Enderman at X= 35, Y= 62, Z= 18
[2024-03-18 00:59:08] [world_the_end] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Enderman at X= 40, Y= 62, Z= 37
[2024-03-18 00:59:36] [world_the_end] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Enderman at X= 23, Y= 59, Z= 53
[2024-03-18 01:01:06] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= 8, Y= 59, Z= -14
[2024-03-18 01:01:24] [world_the_end] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Zombie Pigman at X= 36, Y= 62, Z= 24
[2024-03-18 01:01:25] [world_the_end] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Zombie Pigman at X= 36, Y= 62, Z= 24
